priority,acceleration,speed,direction,is_ahead,same_heading,dist,useful,rebroadcast
1,0.004,0.974,-1.5879050713617608,False,False,160.70158679988197,False,False
1,0.015000000000000006,0.1700000000000001,1.612040504079174,False,False,124.27791436936813,True,True
1,-0.11599999999999998,0.05,0.3201486774146268,False,True,224.03571143904713,False,False
1,-0.16,0.05,0.16514867741462683,True,True,25.495097567963924,True,False
1,0.016000000000000007,0.3084754516811107,0.16514867741462683,False,True,249.39326374222702,False,False
1,0.016000000000000007,0.9773774196017438,-0.23985132258537317,True,True,0.0,True,False
3,0.005,0.979,-1.637905071361761,False,False,160.63934760823702,False,False
3,0.016000000000000007,0.1860000000000001,1.562040504079174,False,False,124.59534501738017,False,False
3,-0.159,0.05,0.16514867741462683,True,True,24.515301344262525,True,False
2,0.035000000000000024,0.6800000000000005,1.612040504079174,False,False,149.9333185119305,False,False
2,-0.09599999999999996,0.05,0.3201486774146268,True,False,45.18849411078001,True,False
2,0.003000000000000014,0.985,-1.6429050713617608,False,False,156.92354826475216,False,False
2,-0.0009999999999999757,0.955,-3.136443976175164,False,False,186.1316738225926,False,False
2,-0.001,0.964,-3.102905071361756,False,False,124.0,False,False
1,0.005000000000000024,0.97,-3.136443976175164,True,False,110.0,True,True
1,0.005000000000000105,1,-0.019851322585373175,False,True,142.00352108310554,True,True
1,0.005,0.979,-3.1579050713617556,False,False,186.17196351760379,False,False
1,0.006000000000000146,1,1.110148677414627,False,False,285.41198292993937,False,False
1,0.02800000000000015,0.4560000000000038,0.05514867741462682,True,True,0.0,True,False
1,0.006000000000000014,1.0,1.0086875822280381,False,True,298.73901653449957,False,False
3,0.006000000000000024,0.976,-3.136443976175164,True,False,108.0,False,False
3,-0.004999999999999895,0.9950000000000001,-0.019851322585373175,False,True,142.00352108310554,False,False
3,0.006,0.985,-3.1579050713617556,False,False,186.26862323000083,False,False
1,0.001000000000000105,0.9860000000000008,0.03514867741462683,False,False,176.00284088616297,False,False
1,0.10100000000000021,0.3,0.05514867741462682,True,False,15.033296378372908,True,False
3,0.002000000000000105,0.9880000000000009,0.03514867741462683,False,False,178.0028089666003,False,False
3,0.10200000000000022,0.3,0.05514867741462682,True,False,13.038404810405298,False,False
1,-0.002999999999999895,0.9880000000000003,0.03514867741462683,True,False,139.9428454762872,True,True
1,-0.0019999999999998543,0.9800000000000005,1.5851486774146268,False,True,0.0,True,False
1,0.10800000000000022,0.3,0.00014867741462681622,True,False,293.63923443572725,False,False
1,-0.001999999999999986,0.98,1.5786875822280382,True,True,208.62646045025065,False,False
1,-0.0019999999999999758,0.27300000000000013,-3.191443976175164,False,False,284.05985284795173,False,False
3,-0.001999999999999895,0.9860000000000004,0.03514867741462683,False,False,139.43098651304163,False,False
1,0.09000000000000018,0.3,1.6051486774146269,False,True,28.0,True,False
1,0.0030000000000002707,0.9850000000000022,1.7101486774146264,False,True,132.0,True,True
1,0.003000000000000244,0.991000000000002,0.5001486774146268,True,False,125.7179382586272,True,True
1,-0.3050000000000001,0.05,1.5586875822280386,False,True,0.0,True,False
1,0.004000000000000156,0.9550000000000016,-1.434645385583878,False,True,198.01010075246163,False,False
3,0.005000000000000156,0.9600000000000017,-1.434645385583878,False,True,198.01010075246163,False,False
1,-0.003999999999999868,0.9850000000000003,-1.228298281772542,False,False,173.04623659588788,False,False
1,-0.0039999999999999775,0.97,-4.404146114246512,True,True,174.04597093871493,False,False
3,-0.0029999999999998682,0.9820000000000004,-1.2232982817725422,False,False,175.04570831642803,False,False
3,-0.0029999999999999775,0.967,-4.404146114246512,True,True,174.04597093871493,False,False
0,-0.0019999999999997286,0.9860000000000009,1.5986875822280389,False,True,65.0,True,False
0,-0.001999999999999726,0.9460000000000027,-3.1430366297649655,True,True,166.0,True,False
0,0.1300000000000001,1,-4.722905071361748,False,True,85.00588214941364,True,False
0,-0.0019999999999999723,0.98,-1.5211448031004233,True,False,140.00357138301865,True,False
0,-0.0009999999999997294,0.9790000000000013,-3.1530366297649657,False,True,165.0,True,False
0,-1.891000000000012,0.05,1.5201486774146267,True,True,66.0,True,False
0,-0.0009999999999999775,0.964,-4.67414611424651,True,True,86.00581375697809,True,False
0,0.12000000000000009,1,-4.672905071361749,True,False,140.00357138301865,True,False
1,-0.002999999999999889,0.9480000000000008,-4.672905071361749,False,True,85.00588214941364,True,True
1,-0.0029999999999999723,0.982,-1.5761448031004233,True,False,142.00352108310554,True,True
1,-0.0019999999999999775,0.965,-4.72414611424651,False,True,0.0,True,False
3,-0.001999999999999889,0.946000000000001,-4.722905071361748,False,True,86.00581375697809,False,False
3,-0.0019999999999999723,0.98,-1.5761448031004233,True,False,141.00354605470034,False,False
1,0.1030000000000001,0.3,-4.72414611424651,True,False,5.0,True,False
1,-0.006999999999999872,0.9660000000000004,-4.722905071361748,False,False,150.00333329629711,False,False
3,0.1040000000000001,0.3,-4.67414611424651,True,False,5.0,False,False
3,-0.005999999999999872,0.9600000000000005,-4.722905071361748,False,False,151.0132444522665,False,False
1,-1.591000000000045,0.05,1.5201486774146267,False,True,20.0,True,False
3,-1.5900000000000452,0.05,1.5701486774146267,False,True,20.0,False,False
1,0.006000000000000368,0.9660000000000056,-1.5280366297649712,True,True,180.00277775634464,False,False
3,0.007000000000000368,0.973000000000006,-1.5280366297649712,True,True,179.00279327429502,False,False
2,0.023000000000000013,0.5262661837483334,0.01935499454676143,False,False,180.94197965093673,False,False
1,-0.0029999999999999723,0.993,-1.5632151367908544,False,False,128.56515857727553,True,True
1,0.008000000000000031,0.981,-0.035645005453238544,False,True,177.00282483621552,False,False
1,-0.00299999999999998,0.975,-2.2377626539681703,False,False,187.6832437912346,False,False
1,-0.001999999999999995,0.98,1.5239093328041031,False,False,281.26144421160893,False,False
1,0.009000000000000025,1.0,0.01935499454676143,True,True,0.0,True,False
3,-0.0019999999999999723,0.991,-1.5582151367908545,False,False,128.41339493993607,False,False
3,0.009000000000000032,0.99,-0.035645005453238544,False,True,178.0028089666003,False,False
3,-0.00199999999999998,0.973,0.9038299996216228,True,True,188.86238376129853,False,False
1,0.0010000000000000035,0.965,-1.5182151367908543,False,True,192.00260414900626,False,False
3,0.0020000000000000035,0.967,-1.5182151367908543,False,True,193.00259065618783,False,False
1,0.005000000000000005,0.994,1.5189093328041032,True,True,34.0,True,False
3,0.006000000000000005,1.0,1.4689093328041032,True,True,33.0,True,True
3,0.006000000000000137,0.9850000000000017,-0.030645005453238578,True,False,214.67184258770408,False,False
3,-0.004999999999999934,0.3,1.5793549945467615,False,True,0.0,False,False
1,1.5612511283791264e-17,0.964,-1.2261700003783758,True,False,155.11608556174951,False,False
1,1.3704315460216776e-16,0.964000000000001,1.5243549945467614,True,True,30.0,True,False
1,2.0036056147532122e-16,0.9720000000000018,1.5893549945467613,False,True,121.0,True,True
1,-0.13099999999999995,0.05,1.5189093328041032,False,True,0.0,True,False
1,-1.0240000000000005,0.05,1.5743549945467614,True,False,59.0,True,False
1,-0.0009999999999997997,0.9720000000000015,2.7993549945467566,False,False,166.0873264279969,False,False
1,-0.021999999999999853,0.05,1.5689093328041033,True,False,43.0,True,False
3,-1.0340000000000005,0.05,1.5243549945467614,True,False,59.0,False,False
3,2.0036056147532122e-16,0.9720000000000018,2.7993549945467566,False,False,166.43316977093238,False,False
3,-0.020999999999999852,0.05,1.6189093328041033,True,False,43.0,False,False
0,-1.4100000000000008,0.05,-0.048215136790854575,True,True,32.01562118716424,True,False
0,-1.443000000000031,0.05,1.5743549945467614,False,False,179.25400971805345,True,False
0,-2,0.05,0.04678486320914554,False,True,16.0312195418814,True,False
0,-0.9040000000000252,0.05,-3.1382151367908495,False,False,7.0,True,False
0,-2,0.05,-2.2377626539681703,True,True,15.297058540778355,True,False
